"TABLE D-1c. GROUNDWATER ACTION LEVELS
(Groundwater IS NOT a current or potential drinking water resource)
(Surface water body IS located within 150m of release site)",,,,,,
"CHLOROPHENOL, 2-",1.8E+00,Gross Contamination,1.8E+00,1.0E+05,3.2E+01,
CHROMIUM (Total),1.1E+01,Aquatic Habitat Goal,5.0E+04,,1.1E+01,
CHROMIUM III,2.0E+01,Aquatic Habitat Goal,5.0E+04,,2.0E+01,
CHROMIUM VI,1.1E+01,Aquatic Habitat Goal,5.0E+04,,1.1E+01,
CHRYSENE,1.0E+00,Gross Contamination,1.0E+00,,2.0E+00,
COBALT,1.9E+01,Aquatic Habitat Goal,5.0E+04,,1.9E+01,
COPPER,2.9E+00,Aquatic Habitat Goal,5.0E+04,,2.9E+00,
CYANIDE (Free),1.0E+00,Aquatic Habitat Goal,1.7E+03,(Use soil gas),1.0E+00,
"CYCLO-1,3,5-TRIMETHYLENE-2,4,6-TRINITRAMINE (RDX)",7.9E+01,Aquatic Habitat Goal,3.0E+04,,7.9E+01,
DALAPON,3.0E+02,Aquatic Habitat Goal,5.0E+04,,3.0E+02,
"DIBENZO(a,h)ANTHTRACENE",8.0E-01,Aquatic Habitat Goal,1.3E+00,,8.0E-01,
"DIBROMO,1,2- CHLOROPROPANE,3-",4.0E-02,Aquatic Habitat Goal,1.0E+02,(Use soil gas),4.0E-02,
DIBROMOCHLOROMETHANE,3.4E+01,Aquatic Habitat Goal,5.0E+04,4.5E+02,3.4E+01,
"DIBROMOETHANE, 1,2-",1.9E+01,Vapor Intrusion,5.0E+04,1.9E+01,1.4E+03,
"DICHLOROBENZENE, 1,2-",1.4E+01,Aquatic Habitat Goal,1.0E+02,8.3E+04,1.4E+01,
"DICHLOROBENZENE, 1,3-",2.2E+01,Aquatic Habitat Goal,5.0E+04,(Use soil gas),2.2E+01,
"DICHLOROBENZENE, 1,4-",9.4E+00,Aquatic Habitat Goal,1.1E+02,4.5E+02,9.4E+00,
"DICHLOROBENZIDINE, 3,3-",4.5E+00,Aquatic Habitat Goal,1.6E+03,,4.5E+00,
DICHLORODIPHENYLDICHLOROETHANE (DDD),1.1E-02,Aquatic Habitat Goal,4.5E+01,,1.1E-02,
DICHLORODIPHENYLDICHLOROETHYLENE (DDE),4.1E-01,Aquatic Habitat Goal,2.0E+01,,4.1E-01,
DICHLORODIPHENYLTRICHLOROETHANE (DDT),1.0E-03,Aquatic Habitat Goal,2.8E+00,,1.0E-03,
"DICHLOROETHANE, 1,1-",4.7E+01,Aquatic Habitat Goal,5.0E+04,1.1E+03,4.7E+01,
"DICHLOROETHANE, 1,2-",1.8E+02,Vapor Intrusion,5.0E+04,1.8E+02,9.1E+02,
"DICHLOROETHYLENE, 1,1-",2.5E+01,Aquatic Habitat Goal,1.5E+04,6.6E+03,2.5E+01,
"DICHLOROETHYLENE, Cis 1,2-",6.2E+02,Aquatic Habitat Goal,5.0E+04,1.3E+03,6.2E+02,
"DICHLOROETHYLENE, Trans 1,2-",5.6E+02,Aquatic Habitat Goal,2.6E+03,6.6E+03,5.6E+02,
"DICHLOROPHENOL, 2,4-",3.0E+00,Gross Contamination,3.0E+00,,1.1E+01,
"DICHLOROPHENOXYACETIC ACID (2,4-D)",7.0E+01,Aquatic Habitat Goal,5.0E+04,,7.0E+01,
"DICHLOROPROPANE, 1,2-",1.0E+02,Gross Contamination,1.0E+02,3.4E+02,5.2E+02,
"DICHLOROPROPENE, 1,3-",6.0E-02,Aquatic Habitat Goal,5.0E+04,6.7E+02,6.0E-02,
DIELDRIN,1.9E-03,Aquatic Habitat Goal,9.8E+01,,1.9E-03,
DIETHYLPHTHALATE,2.1E+02,Aquatic Habitat Goal,5.0E+04,,2.1E+02,
"DIMETHYLPHENOL, 2,4-",1.2E+02,Aquatic Habitat Goal,4.0E+03,,1.2E+02,
DIMETHYLPHTHALATE,1.1E+03,Aquatic Habitat Goal,5.0E+04,,1.1E+03,
"DINITROBENZENE, 1,3-",1.0E+01,Aquatic Habitat Goal,5.0E+04,,1.0E+01,
"DINITROPHENOL, 2,4-",1.4E+01,Aquatic Habitat Goal,5.0E+04,,1.4E+01,
"DINITROTOLUENE, 2,4- (2,4-DNT)",9.1E+00,Aquatic Habitat Goal,5.0E+04,,9.1E+00,
"DINITROTOLUENE, 2,6- (2,6-DNT)",8.1E+01,Aquatic Habitat Goal,5.0E+04,,8.1E+01,
"DIOXANE, 1,4-",5.0E+04,Gross Contamination,5.0E+04,(Use soil gas),3.4E+05,
DIOXINS (TEQ),3.1E-09,Aquatic Habitat Goal,1.0E-01,,3.1E-09,
DIURON,6.0E+01,Aquatic Habitat Goal,2.1E+04,,6.0E+01,
ENDOSULFAN,8.7E-03,Aquatic Habitat Goal,1.6E+02,,8.7E-03,
ENDRIN,2.3E-03,Aquatic Habitat Goal,1.3E+02,,2.3E-03,
ETHANOL,5.0E+04,Gross Contamination,5.0E+04,(Use soil gas),,
ETHYLBENZENE,7.3E+00,Aquatic Habitat Goal,3.0E+02,7.6E+04,7.3E+00,
FLUORANTHENE,8.0E-01,Aquatic Habitat Goal,1.3E+02,,8.0E-01,
FLUORENE,3.9E+00,Aquatic Habitat Goal,8.5E+02,1.7E+03,3.9E+00,
GLYPHOSATE,1.8E+03,Aquatic Habitat Goal,5.0E+04,,1.8E+03,
HEPTACHLOR,3.6E-03,Aquatic Habitat Goal,9.0E+01,,3.6E-03,
HEPTACHLOR EPOXIDE,3.6E-03,Aquatic Habitat Goal,1.0E+02,,3.6E-03,
HEXACHLOROBENZENE,3.0E-04,Aquatic Habitat Goal,3.1E+00,,3.0E-04,
HEXACHLOROBUTADIENE,3.0E-01,Aquatic Habitat Goal,6.0E+01,,3.0E-01,
HEXACHLOROCYCLOHEXANE (gamma) LINDANE,6.3E-02,Aquatic Habitat Goal,3.7E+03,,6.3E-02,
HEXACHLOROETHANE,1.2E+01,Aquatic Habitat Goal,1.0E+02,,1.2E+01,
HEXAZINONE,1.7E+04,Aquatic Habitat Goal,5.0E+04,,1.7E+04,
"INDENO(1,2,3-cd)PYRENE",9.5E-02,Gross Contamination,9.5E-02,,2.8E-01,
ISOPHORONE,9.2E+02,Aquatic Habitat Goal,5.0E+04,,9.2E+02,
LEAD,5.6E+00,Aquatic Habitat Goal,5.0E+04,,5.6E+00,
MERCURY,2.5E-02,Aquatic Habitat Goal,5.0E+04,,2.5E-02,
METHOXYCHLOR,3.0E-02,Aquatic Habitat Goal,5.0E+01,,3.0E-02,
METHYL ETHYL KETONE,1.4E+04,Aquatic Habitat Goal,5.0E+04,2.2E+08,1.4E+04,
METHYL ISOBUTYL KETONE,1.7E+02,Aquatic Habitat Goal,1.3E+04,1.9E+07,1.7E+02,
METHYL MERCURY,2.8E-03,Aquatic Habitat Goal,5.0E+04,,2.8E-03,
METHYL TERT BUTYL ETHER,7.3E+02,Aquatic Habitat Goal,1.8E+03,3.1E+04,7.3E+02,
METHYLENE CHLORIDE,1.5E+03,Aquatic Habitat Goal,5.0E+04,7.6E+04,1.5E+03,
"METHYLNAPHTHALENE, 1-",2.1E+00,Aquatic Habitat Goal,1.0E+02,2.6E+04,2.1E+00,
"METHYLNAPHTHALENE, 2-",4.7E+00,Aquatic Habitat Goal,1.0E+02,2.5E+04,4.7E+00,
MOLYBDENUM,3.7E+02,Aquatic Habitat Goal,5.0E+04,,3.7E+02,
NAPHTHALENE,1.2E+01,Aquatic Habitat Goal,2.1E+02,2.9E+04,1.2E+01,
NICKEL,5.0E+00,Aquatic Habitat Goal,5.0E+04,,5.0E+00,
NITROBENZENE,3.8E+02,Aquatic Habitat Goal,5.0E+04,(Use soil gas),3.8E+02,
NITROGLYCERIN,1.8E+01,Aquatic Habitat Goal,5.0E+04,,1.8E+01,
"NITROTOLUENE, 2-",7.1E+01,Aquatic Habitat Goal,5.0E+04,(Use soil gas),7.1E+01,
"NITROTOLUENE, 3-",4.2E+01,Aquatic Habitat Goal,5.0E+04,,4.2E+01,
"NITROTOLUENE, 4-",4.6E+01,Aquatic Habitat Goal,5.0E+04,,4.6E+01,
PENTACHLOROPHENOL,7.9E+00,Aquatic Habitat Goal,5.9E+03,,7.9E+00,
PENTAERYTHRITOLTETRANITRATE (PETN),2.2E+04,Gross Contamination,2.2E+04,,8.5E+05,
PERCHLORATE,6.0E+02,Aquatic Habitat Goal,5.0E+04,,6.0E+02,
PHENANTHRENE,2.3E+00,Aquatic Habitat Goal,4.1E+02,(Use soil gas),2.3E+00,
PHENOL,5.8E+01,Aquatic Habitat Goal,5.0E+04,,5.8E+01,
POLYCHLORINATED BIPHENYLS (PCBs),1.4E-02,Aquatic Habitat Goal,2.2E+01,,1.4E-02,
PROPICONAZOLE,9.5E+01,Aquatic Habitat Goal,5.0E+04,,9.5E+01,
PYRENE,4.6E+00,Aquatic Habitat Goal,6.8E+01,1.4E+02,4.6E+00,
SELENIUM,5.0E+00,Aquatic Habitat Goal,5.0E+04,,5.0E+00,
SILVER,1.0E-01,Aquatic Habitat Goal,5.0E+04,,1.0E-01,
SIMAZINE,9.0E+00,Aquatic Habitat Goal,3.1E+03,,9.0E+00,
STYRENE,3.2E+01,Aquatic Habitat Goal,1.1E+02,3.1E+05,3.2E+01,
TERBACIL,2.6E+02,Aquatic Habitat Goal,5.0E+04,,2.6E+02,
tert-BUTYL ALCOHOL,1.8E+04,Aquatic Habitat Goal,5.0E+04,(Use soil gas),1.8E+04,
"TETRACHLOROETHANE, 1,1,1,2-",1.1E+01,Aquatic Habitat Goal,5.0E+04,(Use soil gas),1.1E+01,
"TETRACHLOROETHANE, 1,1,2,2-",2.0E+02,Aquatic Habitat Goal,5.0E+03,2.4E+02,2.0E+02,
TETRACHLOROETHYLENE,5.3E+01,Aquatic Habitat Goal,3.0E+03,1.9E+02,5.3E+01,
"TETRACHLOROPHENOL, 2,3,4,6-",1.2E+00,Aquatic Habitat Goal,1.2E+04,,1.2E+00,
"TETRANITRO-1,3,5,7-TETRAAZOCYCLOOCTANE (HMX)",2.2E+02,Aquatic Habitat Goal,2.5E+03,,2.2E+02,
THALLIUM,6.0E+00,Aquatic Habitat Goal,5.0E+04,,6.0E+00,
TOLUENE,9.8E+00,Aquatic Habitat Goal,4.0E+02,5.3E+05,9.8E+00,
TOXAPHENE,2.0E-04,Aquatic Habitat Goal,1.4E+02,,2.0E-04,
TPH (gasolines),5.0E+02,Aquatic Habitat Goal,5.0E+03,(Use soil gas),5.0E+02,
TPH (middle distillates),6.4E+02,Aquatic Habitat Goal,2.5E+03,(Use soil gas),6.4E+02,
TPH (residual fuels),6.4E+02,Aquatic Habitat Goal,2.5E+03,,6.4E+02,
"TRICHLOROBENZENE, 1,2,4-",1.1E+02,Aquatic Habitat Goal,2.5E+04,1.2E+03,1.1E+02,
"TRICHLOROETHANE, 1,1,1-",1.1E+01,Aquatic Habitat Goal,5.0E+04,3.4E+05,1.1E+01,
"TRICHLOROETHANE, 1,1,2-",1.1E+02,Vapor Intrusion,5.0E+04,1.1E+02,7.3E+02,
TRICHLOROETHYLENE,4.7E+01,Aquatic Habitat Goal,5.0E+04,2.1E+02,4.7E+01,
"TRICHLOROPHENOL, 2,4,5-",1.9E+00,Aquatic Habitat Goal,2.0E+03,,1.9E+00,
"TRICHLOROPHENOL, 2,4,6-",4.9E+00,Aquatic Habitat Goal,1.0E+03,,4.9E+00,
"TRICHLOROPHENOXYACETIC ACID, 2,4,5- (2,4,5-T)",6.9E+02,Aquatic Habitat Goal,5.0E+04,,6.9E+02,
"TRICHLOROPHENOXYPROPIONIC ACID, 2,4,5- (2,4,5-TP)",3.0E+01,Aquatic Habitat Goal,3.6E+04,,3.0E+01,
"TRICHLOROPROPANE, 1,2,3-",1.4E+01,Aquatic Habitat Goal,5.0E+04,(Use soil gas),1.4E+01,
"TRICHLOROPROPENE, 1,2,3-",6.2E-01,Aquatic Habitat Goal,5.0E+04,(Use soil gas),6.2E-01,
TRIFLURALIN,1.1E+00,Aquatic Habitat Goal,9.0E+01,,1.1E+00,
"TRINITROBENZENE, 1,3,5-",1.0E+01,Aquatic Habitat Goal,5.0E+04,,1.0E+01,
"TRINITROPHENYLMETHYLNITRAMINE, 2,4,6- (TETRYL)",4.0E+01,Aquatic Habitat Goal,3.7E+04,,4.0E+01,
"TRINITROTOLUENE, 2,4,6- (TNT)",1.3E+01,Aquatic Habitat Goal,5.0E+04,,1.3E+01,
VANADIUM,2.7E+01,Aquatic Habitat Goal,5.0E+04,,2.7E+01,
VINYL CHLORIDE,1.8E+01,Vapor Intrusion,3.4E+04,1.8E+01,9.3E+02,
XYLENES,1.3E+01,Aquatic Habitat Goal,5.3E+03,1.1E+05,1.3E+01,
ZINC,2.2E+01,Aquatic Habitat Goal,5.0E+04,,2.2E+01,
Notes:,,,,,,
"1. Lowest of action levels for gross contamination, vapor intrusion and aquatic habitat impacts.  Used to develop",,,,,,
    soil leaching action levels for protection of groundwater quality.,,,,,,
,,,,,,
TPH -Total Petroleum Hydrocarbons.  See text for discussion of different TPH categories.,,,,,,
"Gross Contamination: Odor threshold, 1/2 solubility or 50000 ug/L maximum, whichever is lower. Intended to limit general groundwater resource",,,,,,
degradation.,,,,,,
Vapor Intrusion: Addresses potential emission of volatile chemicals from groundwater into buildings and subsequent impact on indoor air.  Assumes moderately,,,,,,
"permeable, sandy soil or fill material immediately beneath building slab and unrestricted (""residential"") land use (refer to Chapter 5).",,,,,,
Aquatic Habitat Impacts: Addresses potential discharge of groundwater to estuarine aquatic habitat and subsequent impact on aquatic life; dilution of groundwater ,,,,,,
"upon discharge to surface water not considered, in order to take into account potential impacts to benthic organisms (see Chapter 5).",,,,,,
"Review of aquatic ecotoxicity data for ethanol underway.  Based on preliminary review of available data, chronic toxicity screening levels likely to be",,,,,,
"significantly greater than ceiling level of 50,000 ug/L (refer to USEPA 2003b, ECOTOX database).",,,,,,
Method reporting limits and background concentrations replace final screening level as appropriate.,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
