"TABLE D-4d. SUMMARY OF HAWAI'I CHRONIC AND ACUTE
SURFACE WATER (AQUATIC HABITAT) STANDARDS",,,,,
"METHYLNAPHTHALENE, 1-",,,,,
"METHYLNAPHTHALENE, 2-",,,,,
MOLYBDENUM,,,,,
NAPHTHALENE,,7.7E+02,,7.8E+02,
NICKEL,5.0E+00,5.0E+00,8.3E+00,7.5E+01,
NITROBENZENE,,9.0E+03,,2.0E+03,
NITROGLYCERIN,,,,,
"NITROTOLUENE, 2-",,,,,
"NITROTOLUENE, 3-",,,,,
"NITROTOLUENE, 4-",,,,,
PENTACHLOROPHENOL,1.3E+01,2.0E+01,,1.3E+01,
PENTAERYTHRITOLTETRANITRATE (PETN),,,,,
PERCHLORATE,,,,,
PHENANTHRENE,,,,,
PHENOL,,4.7E+03,,,
POLYCHLORINATED BIPHENYLS (PCBs),1.4E-02,2.0E+00,3.0E-02,1.0E+01,
PROPICONAZOLE,,,,,
PYRENE,,,,,
SELENIUM,5.0E+00,2.0E+01,7.1E+01,3.0E+02,
SILVER,1.0E+00,1.0E+00,,2.3E+00,
SIMAZINE,,,,,
STYRENE,,,,,
TERBACIL,,,,,
tert-BUTYL ALCOHOL,,,,,
"TETRACHLOROETHANE, 1,1,1,2-",,3.1E+03,,,
"TETRACHLOROETHANE, 1,1,2,2-",,,,3.0E+03,
TETRACHLOROETHYLENE,,1.8E+03,1.45E+02,3.4E+03,
"TETRACHLOROPHENOL, 2,3,4,6-",,,,,
"TETRANITRO-1,3,5,7-TETRAAZOCYCLOOCTANE (HMX)",,,,,
THALLIUM,,4.7E+02,,7.1E+02,
TOLUENE,,5.8E+03,,2.1E+03,
TOXAPHENE,2.0E-04,7.3E-01,2.0E-04,2.1E-01,
TPH (gasolines),,,,,
TPH (middle distillates),,,,,
TPH (residual fuels),,,,,
"TRICHLOROBENZENE, 1,2,4-",,,,,
"TRICHLOROETHANE, 1,1,1-",,6.0E+03,,1.0E+04,
"TRICHLOROETHANE, 1,1,2-",,6.0E+03,,,
TRICHLOROETHYLENE,,1.5E+04,,7.0E+02,
"TRICHLOROPHENOL, 2,4,5-",,,,,
"TRICHLOROPHENOL, 2,4,6-",,,,,
"TRICHLOROPHENOXYACETIC ACID, 2,4,5- (2,4,5-T)",,,,,
"TRICHLOROPHENOXYPROPIONIC ACID, 2,4,5- (2,4,5-TP)",,,,,
"TRICHLOROPROPANE, 1,2,3-",,,,,
"TRICHLOROPROPENE, 1,2,3-",,,,,
TRIFLURALIN,,,,,
"TRINITROBENZENE, 1,3,5-",,,,,
"TRINITROPHENYLMETHYLNITRAMINE, 2,4,6- (TETRYL)",,,,,
"TRINITROTOLUENE, 2,4,6- (TNT)",,,,,
VANADIUM,,,,,
VINYL CHLORIDE,,,,,
XYLENES,,,,,
ZINC,2.2E+01,2.2E+01,8.6E+01,9.5E+01,
,,,,,
Primary Reference:,,,,,
"1. Hawai'I Administrative Rules, Title 11, Chapter 54, Section 11-54-04: Basic Water Quality Criteria, October 2012.",,,,,
,,,,,
